columna,movieId,title,genres
2175,2368,King Kong Lives (1986),Action|Adventure|Horror
2176,2369,Desperately Seeking Susan (1985),Comedy|Romance
2177,2370,"Emerald Forest, The (1985)",Action|Adventure|Drama
2178,2371,Fletch (1985),Comedy
2179,2372,Fletch Lives (1989),Comedy
2180,2373,Red Sonja (1985),Action|Adventure
2181,2374,Gung Ho (1986),Comedy|Drama
2182,2375,"Money Pit, The (1986)",Comedy
2183,2376,"View to a Kill, A (1985)",Action
2184,2377,Lifeforce (1985),Horror|Sci-Fi
2185,2378,Police Academy (1984),Comedy
2186,2379,Police Academy 2: Their First Assignment (1985),Comedy
2187,2380,Police Academy 3: Back in Training (1986),Comedy
2188,2381,Police Academy 4: Citizens on Patrol (1987),Comedy
2189,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy
2190,2383,Police Academy 6: City Under Siege (1989),Comedy
2191,2384,Babe: Pig in the City (1998),Children's|Comedy
2192,2385,Home Fries (1998),Comedy|Romance
2193,2386,Jerry Springer: Ringmaster (1998),Drama
2194,2387,Very Bad Things (1998),Comedy|Crime
2195,2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
2196,2389,Psycho (1998),Crime|Horror|Thriller
2197,2390,Little Voice (1998),Comedy
2198,2391,"Simple Plan, A (1998)",Crime|Thriller
2199,2392,Jack Frost (1998),Comedy|Drama
2200,2393,Star Trek: Insurrection (1998),Action|Sci-Fi
2201,2394,"Prince of Egypt, The (1998)",Animation|Musical
2202,2395,Rushmore (1998),Comedy
2203,2396,Shakespeare in Love (1998),Comedy|Romance
2204,2397,Mass Appeal (1984),Drama
2205,2398,Miracle on 34th Street (1947),Drama
2206,2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy
2207,2400,Prancer (1989),Children's|Drama
2208,2401,Pale Rider (1985),Western
2209,2402,Rambo: First Blood Part II (1985),Action|War
2210,2403,First Blood (1982),Action
2211,2404,Rambo III (1988),Action|War
2212,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2213,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2214,2407,Cocoon (1985),Comedy|Sci-Fi
2215,2408,Cocoon: The Return (1988),Comedy|Sci-Fi
2216,2409,Rocky II (1979),Action|Drama
2217,2410,Rocky III (1982),Action|Drama
2218,2411,Rocky IV (1985),Action|Drama
2219,2412,Rocky V (1990),Action|Drama
2220,2413,Clue (1985),Comedy|Mystery
2221,2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery
2222,2415,Violets Are Blue... (1986),Drama|Romance
2223,2416,Back to School (1986),Comedy
2224,2417,Heartburn (1986),Comedy|Drama
2225,2418,Nothing in Common (1986),Comedy
2226,2419,Extremities (1986),Drama|Thriller
2227,2420,"Karate Kid, The (1984)",Drama
2228,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2229,2422,"Karate Kid III, The (1989)",Action|Adventure|Drama
2230,2423,Christmas Vacation (1989),Comedy
2231,2424,You've Got Mail (1998),Comedy|Romance
2232,2425,"General, The (1998)",Crime
2233,2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance
2234,2427,"Thin Red Line, The (1998)",Action|Drama|War
2235,2428,"Faculty, The (1998)",Horror|Sci-Fi
2236,2429,Mighty Joe Young (1998),Adventure|Children's|Drama
2237,2430,Mighty Joe Young (1949),Adventure|Children's|Drama
2238,2431,Patch Adams (1998),Comedy|Drama
2239,2432,Stepmom (1998),Drama
2240,2433,"Civil Action, A (1998)",Drama
2241,2434,Down in the Delta (1998),Drama
2242,2435,Hurlyburly (1998),Drama
2243,2436,Tea with Mussolini (1999),Comedy
2244,2437,Wilde (1997),Drama
2245,2438,Outside Ozona (1998),Drama|Thriller
2246,2439,Affliction (1997),Drama
2247,2440,Another Day in Paradise (1998),Drama
2248,2441,"Hi-Lo Country, The (1998)",Drama|Western
2249,2442,Hilary and Jackie (1998),Drama
2250,2443,Playing by Heart (1998),Drama|Romance
2251,2444,24 7: Twenty Four Seven (1997),Comedy|Drama
2252,2445,At First Sight (1999),Drama
2253,2446,In Dreams (1999),Thriller
2254,2447,Varsity Blues (1999),Comedy|Drama
2255,2448,Virus (1999),Horror|Sci-Fi
2256,2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's
2257,2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi
2258,2451,"Gate, The (1987)",Horror
2259,2452,"Gate II: Trespassers, The (1990)",Horror
2260,2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2261,2454,"Fly, The (1958)",Horror|Sci-Fi
2262,2455,"Fly, The (1986)",Horror|Sci-Fi
2263,2456,"Fly II, The (1989)",Horror|Sci-Fi
2264,2457,Running Scared (1986),Action|Comedy
2265,2458,Armed and Dangerous (1986),Comedy|Crime
2266,2459,"Texas Chainsaw Massacre, The (1974)",Horror
2267,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror
2268,2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror
2269,2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror
2270,2463,Ruthless People (1986),Comedy
2271,2464,Trick or Treat (1986),Horror
2272,2465,Deadly Friend (1986),Horror
2273,2466,Belizaire the Cajun (1986),Drama
2274,2467,"Name of the Rose, The (1986)",Mystery
2275,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2276,2469,Peggy Sue Got Married (1986),Comedy|Romance
2277,2470,Crocodile Dundee (1986),Adventure|Comedy
2278,2471,Crocodile Dundee II (1988),Adventure|Comedy
2279,2472,Tough Guys (1986),Comedy
2280,2473,Soul Man (1986),Comedy
2281,2474,"Color of Money, The (1986)",Drama
2282,2475,52 Pick-Up (1986),Action|Mystery|Thriller
2283,2476,Heartbreak Ridge (1986),Action|War
2284,2477,Firewalker (1986),Adventure
2285,2478,Three Amigos! (1986),Comedy|Western
2286,2479,Gloria (1999),Drama|Thriller
2287,2480,Dry Cleaning (Nettoyage à sec) (1997),Drama
2288,2481,My Name Is Joe (1998),Drama|Romance
2289,2482,Still Crazy (1998),Comedy|Romance
2290,2483,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller
2291,2484,Tinseltown (1998),Comedy
2292,2485,She's All That (1999),Comedy|Romance
2293,2486,24-hour Woman (1998),Drama
2294,2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2295,2488,Peeping Tom (1960),Drama|Horror|Thriller
2296,2490,Payback (1999),Action|Thriller
2297,2491,Simply Irresistible (1999),Comedy|Romance
2298,2492,20 Dates (1998),Comedy
2299,2493,"Harmonists, The (1997)",Drama
2300,2494,"Last Days, The (1998)",Documentary
2301,2495,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi
2302,2496,Blast from the Past (1999),Comedy|Romance
2303,2497,Message in a Bottle (1999),Romance
2304,2498,My Favorite Martian (1999),Comedy|Sci-Fi
2305,2499,God Said 'Ha!' (1998),Comedy
2306,2500,Jawbreaker (1999),Comedy
2307,2501,October Sky (1999),Drama
2308,2502,Office Space (1999),Comedy|Romance
2309,2503,"Apple, The (Sib) (1998)",Drama
2310,2504,200 Cigarettes (1999),Comedy|Drama
2311,2505,8MM (1999),Thriller
2312,2506,"Other Sister, The (1999)",Comedy|Drama|Romance
2313,2507,Breakfast of Champions (1999),Comedy
2314,2509,Eight Days a Week (1997),Comedy
2315,2510,Just the Ticket (1999),Comedy|Romance
2316,2511,"Long Goodbye, The (1973)",Crime
2317,2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama
2318,2513,Pet Sematary (1989),Horror
2319,2514,Pet Sematary II (1992),Horror
2320,2515,Children of the Corn II: The Final Sacrifice (1993),Horror
2321,2516,Children of the Corn III (1994),Horror
2322,2517,Christine (1983),Horror
2323,2518,Night Shift (1982),Comedy
2324,2519,House on Haunted Hill (1958),Horror
2325,2520,Airport (1970),Drama
2326,2521,Airport 1975 (1974),Drama
2327,2522,Airport '77 (1977),Drama
2328,2523,Rollercoaster (1977),Drama|Thriller
2329,2524,"Towering Inferno, The (1974)",Action|Drama
2330,2525,Alligator (1980),Action|Horror|Sci-Fi
2331,2526,Meteor (1979),Sci-Fi
2332,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
2333,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2334,2529,Planet of the Apes (1968),Action|Sci-Fi
2335,2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2336,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2337,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2338,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2339,2534,Avalanche (1978),Action
2340,2535,Earthquake (1974),Action
2341,2536,"Concorde: Airport '79, The (1979)",Drama
2342,2537,Beyond the Poseidon Adventure (1979),Adventure
2343,2538,Dancemaker (1998),Documentary
2344,2539,Analyze This (1999),Comedy
2345,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2346,2541,Cruel Intentions (1999),Drama
2347,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2348,2543,Six Ways to Sunday (1997),Comedy
2349,2544,"School of Flesh, The (L' École de la chair) (1998)",Drama
2350,2545,Relax... It's Just Sex (1998),Comedy
2351,2546,"Deep End of the Ocean, The (1999)",Drama
2352,2548,"Rage: Carrie 2, The (1999)",Horror
2353,2549,Wing Commander (1999),Action|Sci-Fi
2354,2550,"Haunting, The (1963)",Horror|Thriller
2355,2551,Dead Ringers (1988),Drama|Thriller
2356,2552,My Boyfriend's Back (1993),Comedy
2357,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2358,2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2359,2555,Baby Geniuses (1999),Comedy
2360,2556,Telling You (1998),Comedy|Drama|Romance
2361,2557,I Stand Alone (Seul contre tous) (1998),Drama
2362,2558,Forces of Nature (1999),Comedy|Romance
2363,2559,"King and I, The (1999)",Animation|Children's
2364,2560,Ravenous (1999),Drama|Horror
2365,2561,True Crime (1999),Crime|Thriller
2366,2562,Bandits (1997),Drama
2367,2563,Beauty (1998),Drama
2368,2565,"King and I, The (1956)",Musical
2369,2566,Doug's 1st Movie (1999),Animation|Children's
2370,2567,EDtv (1999),Comedy
2371,2568,"Mod Squad, The (1999)",Action|Crime
2372,2569,Among Giants (1998),Drama|Romance
2373,2570,"Walk on the Moon, A (1999)",Drama|Romance
2374,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2375,2572,10 Things I Hate About You (1999),Comedy|Romance
2376,2573,Tango (1998),Drama
2377,2574,"Out-of-Towners, The (1999)",Comedy
2378,2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama
2379,2576,"Love, etc. (1996)",Drama
2380,2577,Metroland (1997),Comedy|Drama
2381,2578,"Sticky Fingers of Time, The (1997)",Sci-Fi
2382,2579,Following (1998),Drama
2383,2580,Go (1999),Crime
2384,2581,Never Been Kissed (1999),Comedy|Romance
2385,2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy
2386,2583,Cookie's Fortune (1999),Mystery
2387,2584,Foolish (1999),Comedy
2388,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2389,2586,"Goodbye, Lover (1999)",Comedy|Crime|Thriller
2390,2587,Life (1999),Comedy
2391,2589,Friends & Lovers (1999),Comedy|Drama|Romance
2392,2590,Hideous Kinky (1998),Drama
2393,2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy|Romance
2394,2592,"Joyriders, The (1999)",Drama
2395,2593,"Monster, The (Il Mostro) (1994)",Comedy
2396,2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi
2397,2596,SLC Punk! (1998),Comedy|Drama
2398,2597,Lost & Found (1999),Comedy|Romance
2399,2598,Pushing Tin (1999),Comedy
2400,2599,Election (1999),Comedy
2401,2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2402,2602,Mighty Peking Man (Hsing hsing wang) (1977),Adventure|Sci-Fi
2403,2605,Entrapment (1999),Crime|Thriller
2404,2606,Idle Hands (1999),Comedy|Horror
2405,2607,Get Real (1998),Drama
2406,2608,Heaven (1998),Thriller
2407,2609,"King of Masks, The (Bian Lian) (1996)",Drama
2408,2610,Three Seasons (1999),Drama
2409,2611,"Winslow Boy, The (1998)",Drama
2410,2612,Mildred Pierce (1945),Drama
2411,2613,Night of the Comet (1984),Action|Horror|Sci-Fi
2412,2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
2413,2615,My Science Project (1985),Adventure|Sci-Fi
2414,2616,Dick Tracy (1990),Action|Crime
2415,2617,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
2416,2618,"Castle, The (1997)",Comedy
2417,2619,Mascara (1999),Drama
2418,2620,This Is My Father (1998),Drama|Romance
2419,2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance
2420,2622,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy
2421,2623,Trippin' (1999),Comedy
2422,2624,After Life (1998),Drama
2423,2625,Black Mask (Hak hap) (1996),Action
2424,2626,Edge of Seventeen (1998),Comedy|Drama|Romance
2425,2627,Endurance (1998),Documentary|Drama
2426,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
2427,2629,"Love Letter, The (1999)",Comedy|Romance
2428,2630,Besieged (L' Assedio) (1998),Drama
2429,2631,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller
2430,2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama
2431,2633,"Mummy, The (1932)",Horror|Romance
2432,2634,"Mummy, The (1959)",Horror
2433,2635,"Mummy's Curse, The (1944)",Horror
2434,2636,"Mummy's Ghost, The (1944)",Horror
2435,2637,"Mummy's Hand, The (1940)",Horror
2436,2638,"Mummy's Tomb, The (1942)",Horror
2437,2639,Mommie Dearest (1981),Drama
2438,2640,Superman (1978),Action|Adventure|Sci-Fi
2439,2641,Superman II (1980),Action|Adventure|Sci-Fi
2440,2642,Superman III (1983),Action|Adventure|Sci-Fi
2441,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2442,2644,Dracula (1931),Horror
2443,2645,Dracula (1958),Horror
2444,2646,House of Dracula (1945),Horror
2445,2647,House of Frankenstein (1944),Horror
2446,2648,Frankenstein (1931),Horror
2447,2649,Son of Frankenstein (1939),Horror
2448,2650,"Ghost of Frankenstein, The (1942)",Horror
2449,2651,Frankenstein Meets the Wolf Man (1943),Horror
2450,2652,"Curse of Frankenstein, The (1957)",Horror
2451,2653,Son of Dracula (1943),Horror
2452,2654,"Wolf Man, The (1941)",Horror
2453,2655,Howling II: Your Sister Is a Werewolf (1985),Horror
2454,2656,Tarantula (1955),Horror|Sci-Fi
2455,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2456,2658,"Flying Saucer, The (1950)",Sci-Fi
2457,2659,It Came from Hollywood (1982),Comedy|Documentary
2458,2660,"Thing From Another World, The (1951)",Sci-Fi
2459,2661,It Came from Outer Space (1953),Sci-Fi
2460,2662,"War of the Worlds, The (1953)",Action|Sci-Fi|War
2461,2663,It Came from Beneath the Sea (1955),Sci-Fi
2462,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
2463,2665,Earth Vs. the Flying Saucers (1956),Sci-Fi
2464,2666,It Conquered the World (1956),Sci-Fi
2465,2667,"Mole People, The (1956)",Sci-Fi
2466,2668,Swamp Thing (1982),Horror|Sci-Fi
2467,2669,Pork Chop Hill (1959),War
2468,2670,"Run Silent, Run Deep (1958)",War
2469,2671,Notting Hill (1999),Comedy|Romance
2470,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2471,2673,Eternity and a Day (Mia eoniotita ke mia mera ) (1998),Drama
2472,2674,"Loss of Sexual Innocence, The (1999)",Drama
2473,2675,Twice Upon a Yesterday (1998),Comedy|Drama|Romance
2474,2676,Instinct (1999),Drama|Thriller
2475,2677,Buena Vista Social Club (1999),Documentary
2476,2678,Desert Blue (1999),Drama
2477,2679,Finding North (1999),Drama|Romance
2478,2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi
2479,2682,Limbo (1999),Drama
2480,2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy
2481,2685,"Red Dwarf, The (Le Nain rouge) (1998)",Comedy|Drama
2482,2686,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
2483,2687,Tarzan (1999),Animation|Children's
2484,2688,"General's Daughter, The (1999)",Drama|Thriller
2485,2689,Get Bruce (1999),Documentary
2486,2690,"Ideal Husband, An (1999)",Comedy
2487,2691,"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",Drama
2488,2692,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
2489,2693,Trekkies (1997),Documentary
2490,2694,Big Daddy (1999),Comedy
2491,2695,"Boys, The (1997)",Drama
2492,2696,"Dinner Game, The (Le Dîner de cons) (1998)",Comedy
2493,2697,My Son the Fanatic (1998),Comedy|Drama|Romance
2494,2699,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
2495,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
2496,2701,Wild Wild West (1999),Action|Sci-Fi|Western
2497,2702,Summer of Sam (1999),Drama
2498,2703,Broken Vessels (1998),Drama
2499,2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",Drama|Romance
2500,2705,"Late August, Early September (Fin août, début septembre) (1998)",Drama
2501,2706,American Pie (1999),Comedy
2502,2707,Arlington Road (1999),Thriller
2503,2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance
2504,2709,Muppets From Space (1999),Children's|Comedy
2505,2710,"Blair Witch Project, The (1999)",Horror
2506,2711,My Life So Far (1999),Drama
2507,2712,Eyes Wide Shut (1999),Drama
2508,2713,Lake Placid (1999),Horror|Thriller
2509,2714,"Wood, The (1999)",Drama
2510,2715,"Velocity of Gary, The (1998)",Comedy|Romance
2511,2716,Ghostbusters (1984),Comedy|Horror
2512,2717,Ghostbusters II (1989),Comedy|Horror
2513,2718,Drop Dead Gorgeous (1999),Comedy
2514,2719,"Haunting, The (1999)",Horror|Thriller
2515,2720,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
2516,2721,Trick (1999),Romance
2517,2722,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
2518,2723,Mystery Men (1999),Action|Adventure|Comedy
2519,2724,Runaway Bride (1999),Comedy|Romance
2520,2725,Twin Falls Idaho (1999),Drama
2521,2726,"Killing, The (1956)",Crime|Film-Noir
2522,2727,Killer's Kiss (1955),Film-Noir
2523,2728,Spartacus (1960),Drama
2524,2729,Lolita (1962),Drama
2525,2730,Barry Lyndon (1975),Drama
2526,2731,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
2527,2732,Jules and Jim (Jules et Jim) (1961),Drama
2528,2733,Vibes (1988),Adventure|Comedy
2529,2734,"Mosquito Coast, The (1986)",Drama
2530,2735,"Golden Child, The (1986)",Action|Adventure|Comedy
2531,2736,Brighton Beach Memoirs (1986),Comedy
2532,2737,Assassination (1987),Action
2533,2738,Crimes of the Heart (1986),Comedy|Drama
2534,2739,"Color Purple, The (1985)",Drama
2535,2740,"Kindred, The (1986)",Horror
2536,2741,No Mercy (1986),Action|Thriller
2537,2742,Ménage (Tenue de soirée) (1986),Comedy|Drama
2538,2743,Native Son (1986),Drama
2539,2744,Otello (1986),Drama
2540,2745,"Mission, The (1986)",Drama
2541,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
2542,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
2543,2748,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure
2544,2749,"Morning After, The (1986)",Drama|Mystery
2545,2750,Radio Days (1987),Comedy|Drama
2546,2751,From the Hip (1987),Comedy
2547,2752,Outrageous Fortune (1987),Comedy|Mystery
2548,2753,"Bedroom Window, The (1987)",Thriller
2549,2754,Deadtime Stories (1987),Horror
2550,2755,Light of Day (1987),Drama
2551,2756,Wanted: Dead or Alive (1987),Action
2552,2757,Frances (1982),Drama
2553,2758,Plenty (1985),Drama
2554,2759,Dick (1999),Comedy
2555,2760,"Gambler, The (A Játékos) (1997)",Drama
2556,2761,"Iron Giant, The (1999)",Animation|Children's
2557,2762,"Sixth Sense, The (1999)",Thriller
2558,2763,"Thomas Crown Affair, The (1999)",Action|Thriller
2559,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller
2560,2765,"Acid House, The (1998)",Comedy|Drama
2561,2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
2562,2767,Illuminata (1998),Comedy
2563,2768,Stiff Upper Lips (1998),Comedy
2564,2769,"Yards, The (1999)",Crime|Mystery
2565,2770,Bowfinger (1999),Comedy
2566,2771,Brokedown Palace (1999),Drama
2567,2772,Detroit Rock City (1999),Comedy
2568,2773,Alice and Martin (Alice et Martin) (1998),Drama
2569,2774,Better Than Chocolate (1999),Comedy|Romance
2570,2775,Head On (1998),Drama
2571,2776,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary
2572,2777,Cobra (1925),Drama
2573,2778,Never Talk to Strangers (1995),Thriller
2574,2779,Heaven Can Wait (1978),Comedy
2575,2780,"Raven, The (1963)",Comedy|Horror
2576,2781,"Tingler, The (1959)",Horror
2577,2782,Pit and the Pendulum (1961),Horror
2578,2783,"Tomb of Ligeia, The (1965)",Horror
2579,2784,"Masque of the Red Death, The (1964)",Horror
2580,2785,Tales of Terror (1962),Horror
2581,2786,Haunted Honeymoon (1986),Comedy
2582,2787,Cat's Eye (1985),Horror
2583,2788,And Now for Something Completely Different (1971),Comedy
2584,2789,Damien: Omen II (1978),Horror
2585,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror
2586,2791,Airplane! (1980),Comedy
2587,2792,Airplane II: The Sequel (1982),Comedy
2588,2793,"American Werewolf in Paris, An (1997)",Comedy|Horror
2589,2794,European Vacation (1985),Comedy
2590,2795,Vacation (1983),Comedy
2591,2796,Funny Farm (1988),Comedy
2592,2797,Big (1988),Comedy|Fantasy
2593,2798,Problem Child (1990),Comedy
2594,2799,Problem Child 2 (1991),Comedy
2595,2800,Little Nemo: Adventures in Slumberland (1992),Animation|Children's
2596,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2597,2802,Tequila Sunrise (1988),Action|Romance|Thriller
2598,2803,"Pelican Brief, The (1993)",Thriller
2599,2804,"Christmas Story, A (1983)",Comedy|Drama
2600,2805,Mickey Blue Eyes (1999),Comedy|Romance
2601,2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
2602,2807,Universal Soldier: The Return (1999),Action|Sci-Fi
2603,2808,Universal Soldier (1992),Action|Sci-Fi
2604,2809,Love Stinks (1999),Comedy
2605,2810,Perfect Blue (1997),Animation|Mystery
2606,2811,With Friends Like These... (1998),Comedy
2607,2812,In Too Deep (1999),Action|Thriller
2608,2813,"Source, The (1999)",Documentary
2609,2814,"Bat, The (1959)",Horror
2610,2815,Iron Eagle (1986),Action|War
2611,2816,Iron Eagle II (1988),Action|War
2612,2817,Aces: Iron Eagle III (1992),Action|War
2613,2818,Iron Eagle IV (1995),Action|War
2614,2819,Three Days of the Condor (1975),Thriller
2615,2820,Hamlet (1964),Drama
2616,2821,Male and Female (1919),Adventure|Drama
2617,2822,Medicine Man (1992),Adventure|Romance
2618,2823,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
2619,2824,On the Ropes (1999),Documentary
2620,2825,Rosie (1998),Drama
2621,2826,"13th Warrior, The (1999)",Action|Horror|Thriller
2622,2827,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
2623,2828,Dudley Do-Right (1999),Children's|Comedy
2624,2829,"Muse, The (1999)",Comedy|Drama
2625,2830,Cabaret Balkan (Bure Baruta) (1998),Drama
2626,2831,"Dog of Flanders, A (1999)",Drama
2627,2833,Lucie Aubrac (1997),Romance|War
2628,2834,"Very Thought of You, The (1998)",Comedy|Romance
2629,2835,Chill Factor (1999),Action|Thriller
2630,2836,Outside Providence (1999),Comedy
2631,2837,Bedrooms & Hallways (1998),Comedy|Romance
2632,2839,West Beirut (West Beyrouth) (1998),Drama
2633,2840,Stigmata (1999),Thriller
2634,2841,Stir of Echoes (1999),Thriller
2635,2842,Best Laid Plans (1999),Crime|Drama
2636,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2637,2844,"Minus Man, The (1999)",Drama|Mystery
2638,2845,White Boys (1999),Drama
2639,2846,"Adventures of Milo and Otis, The (1986)",Children's
2640,2847,Only Angels Have Wings (1939),Drama
2641,2848,Othello (1952),Drama
2642,2849,Queens Logic (1991),Comedy|Drama
2643,2850,Public Access (1993),Drama|Thriller
2644,2851,Saturn 3 (1979),Adventure|Sci-Fi|Thriller
2645,2852,"Soldier's Story, A (1984)",Drama
2646,2853,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",Horror
2647,2854,Don't Look in the Basement! (1973),Horror
2648,2855,Nightmares (1983),Horror
2649,2856,I Saw What You Did (1965),Thriller
2650,2857,Yellow Submarine (1968),Animation|Musical
2651,2858,American Beauty (1999),Comedy|Drama
2652,2859,Stop Making Sense (1984),Documentary
2653,2860,Blue Streak (1999),Comedy
2654,2861,For Love of the Game (1999),Comedy|Drama
2655,2862,Caligula (1980),Drama
2656,2863,"Hard Day's Night, A (1964)",Comedy|Musical
2657,2864,Splendor (1999),Comedy
2658,2865,Sugar Town (1999),Comedy
2659,2866,"Buddy Holly Story, The (1978)",Drama
2660,2867,Fright Night (1985),Comedy|Horror
2661,2868,Fright Night Part II (1989),Horror
2662,2869,"Separation, The (La Séparation) (1994)",Drama
2663,2870,Barefoot in the Park (1967),Comedy
2664,2871,Deliverance (1972),Adventure|Thriller
2665,2872,Excalibur (1981),Action|Drama|Fantasy|Romance
2666,2873,Lulu on the Bridge (1998),Drama|Mystery|Romance
2667,2874,"Pajama Game, The (1957)",Comedy
2668,2875,Sommersby (1993),Drama|Mystery|Romance
2669,2876,Thumbelina (1994),Animation|Children's
2670,2877,Tommy (1975),Drama|Musical
2671,2878,Hell Night (1981),Horror
2672,2879,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy
2673,2880,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy
2674,2881,Double Jeopardy (1999),Action|Thriller
2675,2882,Jakob the Liar (1999),Drama
2676,2883,Mumford (1999),Comedy
2677,2884,Dog Park (1998),Comedy|Romance
2678,2885,Guinevere (1999),Drama|Romance
2679,2886,"Adventures of Elmo in Grouchland, The (1999)",Children's|Comedy
2680,2887,Simon Sez (1999),Drama
2681,2888,Drive Me Crazy (1999),Comedy|Romance
2682,2889,"Mystery, Alaska (1999)",Comedy
2683,2890,Three Kings (1999),Drama|War
2684,2891,"Happy, Texas (1999)",Comedy
2685,2892,New Rose Hotel (1998),Action|Drama
2686,2893,Plunkett & MaCleane (1999),Action|Drama
2687,2894,Romance (1999),Drama|Romance
2688,2895,Napoleon and Samantha (1972),Adventure
2689,2896,Alvarez Kelly (1966),Western
2690,2897,And the Ship Sails On (E la nave va) (1984),Comedy|War
2691,2898,"Dark Half, The (1993)",Horror|Mystery
2692,2899,Gulliver's Travels (1939),Adventure|Animation|Children's
2693,2900,Monkey Shines (1988),Horror|Sci-Fi
2694,2901,Phantasm (1979),Horror|Sci-Fi
2695,2902,Psycho II (1983),Horror|Thriller
2696,2903,Psycho III (1986),Horror|Thriller
2697,2904,Rain (1932),Drama
2698,2905,Sanjuro (1962),Action|Adventure
